text,label
"‘Yung sunog malapit na sa amin. Thanks God, hindi umabot.",1.0
@__rileyrilesxx Yung kumakain ng apoy habang bumabayo,0.0
"March 1, 2021  6:00AM simultaneous ""Oplan Ligtas na Pamayanan"" on the road motorcade kick-off ceremony of the BFP in relation to the Annual Fire Prevention Month with the theme ""Sa Pag-iwas sa Sunog, Hindi ka Nag-iisa."" @CrimeLaboratory @rclo1a https://t.co/HgjvDZF0ZZ",0.0
sabi na e sunog na naman,1.0
Abot pala yong sunog kila je!!! Nyetaa nakakalungkot naman,1.0
"12 DECEMBER 2020 | SUNOG SA MARIVELES, 3 SUGATAN, BATA PATAY

READ: Nagtala ng 4 na casualties ang sunog na gumising sa mga residente sa Laya St., Barangay Poblacion, Mariveles, Bataan kaninang pasado alas dose y media (12:34 AM) ng hatinggabi, Sabado, 12 December 2020, kabi… https://t.co/mYVC7lgCFm",1.0
May sunog sa Laya st.,1.0
amoy sunog na dito sa sj awits,0.0
Putangina agap mo naman sunog dumalaw sa bahay namin,1.0
"ang gulo ng mundo, kanina lang may shooting sa ever tapos ngayon naman may level 3 na sunog na dito sa sangandaan. 🥺",1.0
aw8 may sunog pa dito malapit sa'min :--) hapi new year,1.0
@airisclaireee Sainyo yung sunog?,1.0
TyL naagapan agad yung sunog,1.0
"Oooppppsss na tweet

😘😘😘😘😘😘

 https://t.co/sLKAEMJDLx https://t.co/497uj7bHfF",0.0
sa sobrang trauma ko sa sunog takot na takot ako sa mga kumislap na wire dito,1.0
"Sa bawat aktibista at progresibong pinatatahimik, dinadakip, pinapatay, muli't muling binabaril si Rizal sa Bagumbayan. Ngunit kasaysayan ang guro natin: nasisiil ang mga indibidwal, ngunit ang diwang makabayan at diwang mapagpala'y apoy na nagagatungan anumang tangkang hipan.",0.0
Kanina gusto ko na umiyak habang naghahakot ng gamit tas dalawang bahay na lang nasa amin na yung sunog,1.0
nakita nyo naba yung video sa fb na may sunog tapos yung firetruck nagdrift tas yung backgroup music ost ng Fire Force? huhuhu tawang tawa ko shuta minus langit points na naman patawad rold :((( latom 🙏🏼,1.0
Sunog na sunog na ang akung balat mga bay hahahhahhahha,0.0
anyways magpapakita ulit si hanz dito pero new personality na. magrerevenge sya kay anna at dahil brokenhearted si kristoff tutulong sya kay hanz kaso matutunugan ng mga trolls. so ang mangyayari dadaganan sila ng mga trolls habang kumakanta ng love is an open door https://t.co/dY7mQxYjHp,0.0
winter anak sana dika nilalamig dyan sindihan mo ule daliri mo ng apoy para bawas lamig,1.0
"PA-RT NAMAN PO NUNG MISMONG TWEET, MARAMING SALAMAT!!! https://t.co/qreiibNDUt",1.0
San yung sunog saglit ang gandang alarm clock 🤧,1.0
yung sunog kahapon dito samin siss as in sobrang lapit! nagpapanic aq kung aalis na ba kami or what https://t.co/Tqp9GsHBsg,1.0
palapit na ng palapit samin mga sunog amp 😀,1.0
Papasok ako ng NLEX ng makita ko ‘tong sunog.. Not sure kung san eksaktong lugar ‘to...  pero ang laki na ng sunog.. @ABSCBNNews @TVPatrol https://t.co/kHNVlhsXlp,1.0
bakit naman sunog mga damit nila .. https://t.co/uqvN9Gy5Jb,0.0
my sunog pala near us kaya may sirens huhu sobrang scary naman andaming ganap,1.0
"Kumurot ng lupa pagkatapos sa apoy pabagain, sa tubig padaanin kumulong ulap palutangin sa hangin.",0.0
"Buti naapula agad ung sunog super laki na nya kanina, kawawa naman mga nasunugan malapit samen :(",1.0
May sunog sa kanto ng street namin and shett kinabahan ako pero buti nalang medj malayo samin hysss,1.0
@vlnciaaabadeth Sunod o sunog?,0.0
@TXTFIRE pati google app nila ay hindi nag uupdate ng sunog at kagabi pa yung huling update https://t.co/isfEj8ByJ8,1.0
POTA MAY SUNOG SA KABILANG STREET!,1.0
"@rex_gatchalian thank you so much po mayor, dahil kami pong mga kapitbahay takot lang sa sunog, at sila rin po mismo walang pakisama. kesyo yun daw po ang negosyo nila.",1.0
neways osaoi tinuturain ni osamu magluto si oikawa dahil nagising siya sa amoy ng sunog na spam and eggs,0.0
ang fire exit ba ay labasan ng apoy? — Bkt apoy kaba? Wag Kang pasiklab https://t.co/rUegDjOR52,0.0
"Santiago 3:6

 At ang dila'y isang apoy: ang sanglibutan ng kasamaan sa ating mga sangkap ay dili iba't ang dila, na nakakahawa sa buong katawan, at pinagningas ang gulong ng katalagahan, at ang dila'y pinagniningas ng impierno.

#PureDoctrinesOfChrist
#BiblicalDoctrinesDay4",0.0
okay... tamang sunog buhok lang ulit,0.0
Ang gwaponh sunog charot😭😭😭,0.0
@notclydenjaile may sunog po ba bakit may apoy na emoji 😅,1.0
"parang may sunog amp
@SB19Official https://t.co/W8u84kxlYQ",0.0
"Mga alagang aso, pusa at lovebirds patay sa sunog sa Caloocan https://t.co/LDue81vNfE",1.0
"WISHLIST? YUNG BUDOL HOODIE NI KEN YUNG MAY APOY APOY SA GEDLI. Wala akong makita ih 😭  Super want ko yun 😭

REQUEST @SB19Official @MTV #FridayLivestream

#SB19 https://t.co/na7YwJPT3i",0.0
@YowYie19 Panong sunog? Tsaka aling motor badeh?,1.0
@greigchan04 Sunog sm?,1.0
"@Sesteenjoin19 @SB19Official Amoy sunog

SB19 IS COMING
SB19 WikiDay
@SB19Official #SB19",0.0
"@LiswagMoneyban @theolalisa @HaidiJ2 @tine0327 Haha sunog na pagkain wagi HAHA

MENTOR LISA ONE MORE TIME
#YWYTraineesWithMentorLISA
@BLACKPINK",0.0
"yung anxiety ko to the highest level to the point na nagkakagulo na ang lahat dahil sa sunog, ako nakatitig lang habang umiinom ng tsaa. 🤧",1.0
@Let_Us_Marry @lavitapauuu ✌😂. Respeto man lang sa bansa natin at sa mga Pilipino. Gusto nilang makapasok dito akala mo utang na loob natin na papasukin sila. Wag naman kasi dapat pumayag na inaalipusta lang tayo. Pati yung mga matitino nadadamay. Mapait at sunog na kape kalalabasan nyan 😁,0.0
Daming dumadaang bumbero. Saan naman kaya ang sunog. Sana safe ang lahat,1.0
May sunog daw sa libertad??,1.0
Been hearing lots of firetrucks. Saan kaya sa Sangandaan yung malaking sunog? Huhu. What a daayyyy,1.0
@andreapeleno saan may sunog be?,1.0
"Mag-asawang senior citizen sugatan, 7 pamilya apektado sa sunog sa Pasig https://t.co/KXit7mx9oJ",1.0
"Via @banderainquirer

Umabot sa 100 bahay ang natupok sa sunog na naganap sa Interior Ilaya, Alabang, Muntinlupa City. https://t.co/XaxyV8X4yP",1.0
"*Nakaprito ko nga dili sunog
Mama: Kabalo na diay ka muluto?
SUNLOOG HAHAHAHAHHA",0.0
Help naulan ng apoy sa loob ng bahay namin😭,1.0
😭😭isang napakasakit nah pangyayare nanay ng isang pinay at 2 anak nya namatay sa sunog😭😭dq mapigil  maiyak grabi sa isang iglap nawala nanay at 2 anak nya bat ganun lord🤧🤧 https://t.co/01NdlH87bG,1.0
Bakit naman hanggang ngayon di pa rin tapos yung apoy? 🙃,1.0
"Dalawa sugatan sa sunog sa Sta. Ana, Maynila https://t.co/n0onv5UO46 https://t.co/Co386YEqWo",1.0
mukang malaki sunog around pasay ha stay safe,1.0
Sunog talaga 😂,0.0
Wag ka kaseng gumawa ng apoy kung takot ka naman mapaso lol,0.0
sunog la anay 🌚,0.0
legit na nagising lahat tapos sumilip sa bintana HAHAHAHAHAHAHA kala talaga namin may sunog  😆,0.0
gago may sunog dito [samen],1.0
sunog,0.0
"May sunog (alab?) kaya nung umulan nagkaroon ng usok? WAHHSHAHHAHAHAHHAHAH EWAN KO NA, HINDI AKO LEGIT THEORIST

REQUEST @SB19Official @MTV #FridayLivestream 

SB19 Comeback D6
#SB19_STELL #SB19 #SB19WHATPhotoTeaser2 https://t.co/zAmwbVa7gy",0.0
I need prayer plsss😭😭😭 malapit may sunog po dito samin😭😭😭😭,1.0
@kingaifos @_lordjoshua gulat kami amoy sunog e,1.0
gagi may sunog ata sa dominggo may nagpost kasi na need ng bumbero don tas pag labas ko amoy kuryente sobra,1.0
gago may sunog afa,1.0
Saan ang sunog dito sa Gen T? Sunod sunod ang sirena ng bumbero.,1.0
@mariconarns @eenamorataa Dagat dagatang apoy HAHAHAHHAA charot,0.0
apoy naman ih HAHAHAHA,0.0
half part kang butkon ko sunog hahahahaha,0.0
@celestelley_ @zouisxseonho 🔥 reacts para sa apoy ng impyerno!,0.0
Potec HAHAHAHA nagka sunog pala,1.0
35 na hayop pala namatay dito sa sunog malapit samin :((((((((((((((((((((,1.0
@noelledeg Tuwing fire prevention month duon naman ang time na lagi may sunog. 🙄,1.0
"At ang dila'y isang apoy: ang sanglibutan ng kasamaan sa ating mga sangkap ay dili iba't ang dila, na nakakahawa sa buong katawan, at pinagningas ang gulong ng katalagahan, at ang dila'y pinagniningas ng impierno.
Santiago 3:6
#PureDoctrinesOfChirst 
#BiblicalDoctrinesDay7",0.0
"PANOORIN: (As of 12:00nn) Sunog sa isang residential area sa Sta. Ana, Maynila. @dzbb https://t.co/rEeXpmr7MR",1.0
"@RianneQ Magmahal ka ng firefighter. Apoy nga inaaway, ikaw pa kaya. 😊",0.0
@fryrlios malakas yung apoy 😭,1.0
"@AgentKimchi19 @GOT7Official lugaw na sunog

#GOT7 #갓세븐 @GOT7Official",0.0
gagi sunog ang sm city,1.0
Okay ang funny na yung sims ko nagluto tas biglang nagkalat yung sunog,0.0
"malalaman mo talaga mga uunahin na importanteng bagay sa mga tao, kapag nagkaroon na ng sunog o masamang pangyayari.",1.0
SOLID SUNOG SA STA ANA HSHAHAHAHSHAHSAH NOW NALANG ULI NAKAKITA NG SUNOG AMP POTANGINA,1.0
"Pano ba patayin ang sunog?

Bonggo: edi babarilin 😂🤣👌 https://t.co/j9ZvJQuVaT",0.0
bahay naman daw agad sunog eh kape laang naman awit mga boss,0.0
"Ang dila ng tao parang apoy, kahit maliit nakakahawa sa buong katawan. Pinapaningas ng impierno at puno ng lasong ikamamatay. 

San 3:7-10
#PureDoctrinesOfChrist
#BiblicalDoctrinesDay4",0.0
pota akala ko pinatay ko na apoy iga tubig ih,0.0
tangina neto ni nene may sunog na lahat lahat ppose pa sa salamin 😭,1.0
"Awit sa sunog sa SM Cebu, matik magpapa overhaul ng ducting sa mga kitchen exhaust tong mga to. Goodluck sa first 3 months ko hahahaha",1.0
loh may sunog malapit kinakabahan ako 🤩🤩🤩🤩,1.0
@memakulala Sunog ka hahaha,0.0
sumisiklab ang apoy https://t.co/gcfMVc3d4q,1.0
sunog akong chili garlic sauce sa sobra ka excite 😭🤣,0.0
aah shuta sunog na sunog ako,0.0
"TINGNAN: Inabot ng init ng apoy ang isang fire truck na unang rumesponde sa sunog sa isang warehouse sa Tandang Sora Ave. sa Brgy. Sangandaan, Quezon City. | @PTVph https://t.co/hV9nAb5Skg",1.0
"madalas sunog dito sa antipolo, karamihan na cause naiwanan na charger o natulugan aohdskksks",1.0
"1""Gayon din naman ang dila ay isang maliit na sangkap, at nagpapalalo ng malalaking bagay. Narito, kung gaano kalaking gubat ang pinagaalab ng lubhang maliit na apoy!""

Santiago 3:5
#BiblicalDoctrinesDay4 #PureDoctrinesOfChrist #GlobalPrayerForHumanity",0.0
"""Sapagka't sa kakulangan ng gatong ay namamatay ang apoy: at kung saan walang mapaghatid-dumapit ay tumitigil ang pagkakaalit.""

Kawikaan 26:20
Tagalog (Ang Dating Biblia) (1905) (TAB)

#PureDoctrinesOfChrist
#BiblicalDoctrinesDay3",0.0
Yung kape lasang sunog na kakanin.....hahaahahaa,0.0
walang ma contact na 911 tangina call 911 may sunog sa bo puso!!,1.0
HALA GAGI MAY SUNOG!!!!,1.0
sunog https://t.co/rL6o7EEGgh,1.0
May sunog malapit samin WTF,1.0
kala ko may sunog jusq😃✋🏻,0.0
shet saan na naman yung sunog,1.0
"ALERT: 

Nagkaroon nanaman ng sunog sa Zapote Dos, isang maralitang lungsod rin , itong 5 pm ng hapon lamang. Patuloy ang pagkalap pa sa mga detalye.

Pangatlong sunog na sa maralitang lungsod sa Bacoor ngayong Nov-Dec.

(c) Arangkadang Kabitenyo https://t.co/enQ9OV2QxR",1.0
Gagiii literal na sunog HAHAHAHA https://t.co/1MtKFhcWlm,0.0
hala saan kaya may sunog sunod sunod na yung mga bumbero gagsti,1.0
"FIRE ALERT: Sunog sa isang residential area sa Brgy. Plainview, Mandaluyong City, itinaas na sa ikalawang alarma. | via @luisitosantos03 https://t.co/i2H0W8TK41",1.0
Grabe. Sobrang nakakatakot yung sunog. Naririnig pa namin yung mga sumasabog🥺🥺🥺,1.0
"Sunog sumiklab sa isang warehouse sa Brgy. Sangandaan, Quezon City nitong Huwebes ng madaling araw. Pawang mga grocery items tulad ng tissue, diaper, shampoo at iba pa ang natupok. Ayon sa BFP, tinatayang nasa P5 milyon ang halaga ng natupok ng apoy. | via @LyzaAquinoDZMM https://t.co/yYwh3Iop9P",1.0
"Lord, ingatan at gabayan niyo po kung saan yung sunog ngayon ☹️🙏🏻 apat n bumbero po yung nakasalubong namen 🙏🏻",1.0
gago pakshet may sunog,1.0
TARAY TUBIG TAS APOY WAYV,0.0
@sweetiemaloi @ofcbgyo_gelo oo sunog nga pancake na niluto mo eh,0.0
"@andreireloj_ Sorry na tol, sunog din nguso ko eh Hahahahahahaha",0.0
Thanks god di nyo kami pinabayaan ng buong Fam ko at di na umabot sa bahay namin ang apoy ilang bahay nalang talaga muntikan na maapula ng sunog buong bahay namin salamat at ligtas kami ng buong Fam ko 🙏,1.0
kapag ba ang tubig ay water at fire ay apoy?????,0.0
Thanks God na agapan yung sunog,1.0
sunog na popcorn puta,0.0
wait na eexcite ako sa pasabog ni admin apoy at star jusko hi po admin cactus here,0.0
kakagising ko lang puro wangwang ng bumbero naririnig ko sksksks saan ba yung sunog???????,1.0
pakaba sa umaga bwiset may sunog daw eh 😭😭😭,1.0
ako nga lagi https://t.co/ak3uRKDtSu,0.0
Mars may sunog! https://t.co/mepnwmsIdt,1.0
"At ang dila'y isang apoy: ang sanglibutan ng kasamaan sa ating mga sangkap ay dili iba't ang dila, na nakakahawa sa buong katawan, at pinagningas ang gulong ng katalagahan, at ang dila'y pinagniningas ng impierno.

Santiago 3:6

#TOPBiblicalAnswers",0.0
may sunog ngaaaa 😯 (ulit. Nanaman) 😥 https://t.co/tDBSpXId68,1.0
@drkmnbn naka ready na yung mga gagamitin para pang sunog sa kanila,0.0
"so may sunog sa malibay tapos sinabi ko sa nanay ko kasi ang kapal ng smoke

aba sabi ba naman sakin

“puntahan mo” 

😀😀 siri, play paghahandog ng sarili by bukas palad ministry",1.0
"Kala ko naman kung relief yung siren, sunog pala",1.0
"huhu omygod anlaki ng sunog. 

keep safe everyone",1.0
@walker2615 @sandslepands @akosishengbot @medblr_td @soysaucesocks mainit ako! apoy ako! (i am hot! i am fire! i think ahaha),0.0
"Hayy dami bumbero sunog na naman, kakatakot",1.0
"POTA YUNG SUNOG TLAGA EON EE,, HAHAHAHAHAHHA 😭😭 https://t.co/cAIk6QnQPU",0.0
"Sorry sa sunog na lumpia, Ma.

Sincerely,
Babawi na lang 'til next New Year
#HappyNewYear2021",0.0
"Nagtataboy daw ng satanas ang paputok kaya nakikisali rin sila. Fyi, sa apoy gawa ang demonyo.",0.0
"so mao to, nag whole day mi gahapon og ligo sa dagat edi sunog sa panit ang labas HAHA",0.0
@dwaekkinginamo HAHAHA tangina sunog na sunog n sila,0.0
Sunog na po mata ko https://t.co/QqJ9tQeAcm,0.0
Tulong po tayo mga kaibigan! https://t.co/ZQ7dphrnLc,1.0
Thank you Lord wala kami inabutan ng apoy,1.0
grabe sunog lord!!!,1.0
y naman sunog ayos pakana ni @angelodequito_  dala sa edit HAHAHAH,0.0
"#UlatBayan | Mga biktima ng sunog sa Cebu City, nakatanggap ng tulong mula sa pamahalaan; Sen. Go, hinikayat ang mga biktima na lumapit sa Malasakit Center kung kailangan ng tulong-medikal

https://t.co/JcDZDZZpYD",1.0
"Next thing you know, bubuga na rin to ng apoy https://t.co/ZPNSr2eIL0",0.0
Walk walk walk walk habang may sunog https://t.co/dJx6Slh8I9,1.0
San ba talaga ang sunog ah? Rosales or sa baba ng rosary heights? Grrr,1.0
"@menggalurks Life size na at bumubuga pa ng apoy!!! Abangan natin next year!😂

Happy Birthday Maine 
#MaineAt26 
#MaineMendozaLostWithYou 
#MaineMendoza",0.0
Suki na sa sunog dito samin ah,1.0
hotdog sunog,0.0
"Ang sunog, ayon sa matanda, ay nasa third floor na samantalang si Rica Marie ay nasa second floor. Naibaba aniya ng mga bumbero ang bata ngunit ito’y patay na. https://t.co/HZooXwieqf",1.0
mami lakas sunog,1.0
Anda dn e kagabi niyan na miyakibiyag ako sa apoy. Tig nda mga guard ami izana aya mama taman aa kabiyag aa apoy na di niyan katawan.hahaha,0.0
bwwessit man gud nang nag sunog samoang katubhan,0.0
POTEK MAY APOY SA BACKGROUND,1.0
Sunog nanaman 🤦,1.0
buti nalang nagising angkel ko kung di aysus sunog na din ako😥😥,1.0
sunog panga ang sinaing.,0.0
Kanang gwapo na kaayo akong paminaw sa sleep meditation playlist.. Unya mu message si ate nga naa daw sunog duol sa balay... Ambak patricia oyyy...,0.0
"grabe ano ba nangyayari sa quezon city. after shootout incident sa ever, sunog naman ngayon sa sangandaan",1.0
"@geronimocaryl @eyayeley_ Buti talaga natapos din. Ingat kayo dyan bhieeee, hays puro sunog nalang dito sa manda 😒.",1.0
Eto talaga yung inimpake ko dahil malapit na matupok bahay namin ng apoy. Priorities. https://t.co/8UhYdOtoBW,1.0
@meralco emergency nga e. 3.5 hours ago. Ano hintayin natin sunog?,1.0
First week of 2021 pero ang dami na naganap na sunog at patayan. Nakakalungkot!,1.0
@wonkiaces Maliit na yung apoy eh😭😭😭,1.0
ay ayon naluto na pero sunog HAHAHAHAHAHAHAHA,0.0
putangina may kasamang kaba yung ingay na naririnig ko rold walang sunog pls kakskdjd,1.0
@cabahugkyra HAHAHAHAHHA ALINGOGNGOG KAAYO MA KUYAWAN SD TA MURAG NAY SUNOG,0.0
"@ProDeoEtPatria7 Kung si VP labas ugat, ang poon nya labas maitim na kaluluwa, sunog!",0.0
Potangina may sunog sa BLISS,1.0
Luoyang eizlan way tulog tungod sa sunog,0.0
@T0JIST dw di sad ko ganahan sa filipino dzae SUNOG SUNOG SUNOGGGGG,0.0
"Sunog sumiklab sa isang warehouse sa Brgy Sangandaan, Quezon City kaninang madaling araw. Pawang mga grocery items tulad ng tissue, diaperc shampoo at iba pa ang natupok. Ayon sa BFP, tinatayang nasa 5 milyong piso  ang halaga ng natupok ng apoy. @DZMMTeleRadyo @ABSCBNNews https://t.co/NX0ho6hio0",1.0
"@yollysaravia @mainedcm .. hehe   basta at least  nakapagbuga nko ng apoy sa kanila Kahapon  . .
Today  n this week    focus nmn sa Bday ni  Meng  ,    no- exist na muna  Mga palaka  😜

Maine Mendoza 26in2Days
@mainedcm 
#MaineMendoza
#SupportMaineProjects",0.0
@jsmnnclmrgs San yung sunog jaja?,1.0
"Buti nga tisoy inaasar sayo Ez Mil e, sakin maitim. I ain't sunog, I am pinoy.",0.0
@limariokim__ Mama mo sunog,0.0
@RTSibayanRH11 30 alagang hayop natusta sa sunog sa Caloocan; 12 pamilya nasunugan naman sa QC #RapidoHatawBalita #DZRHNationwide,1.0
Gagu lakas pala ng apoy,1.0
@SamYeJin11 Sarap ipakain sa buwaya yan un makkita mo katawan nya pinaagawan kainin ng unti unti tapos un kaluluwa nya pagdating sa destination nya unti unti namn kkainin ng apoy d bale dun s destination nya unli ang apoy dun one to sawa sya sa kumkulong apoy😡,0.0
"UPDATE: (2/2) Sunog sa ikalawang palapag ng isang commercial-residential building sa Annapolis St., San Juan City, itinaas na sa ikalawang alarma; ilang residente na naiwan sa gusali, sinasagip. | via @divinereyes https://t.co/DYYun4whH7",1.0
FIRE UPDATE: Sunog sa Greenbelt Drive corner Antonio Arnaiz Avenue sa Makati City kaninang umaga. | via Mao dela Cruz https://t.co/Ew6plCqEom,1.0
Laaah dami bumbero. San may sunog.,1.0
Kaya pala ang ingay kasi may sunog sa Sta. Ana Manila.,1.0
@swerteeeee Sorry nagtanong lang naman ako kung may sunog sa alabang,1.0
@___dsrr @itstrishlee tikoy na sunog oks na 😬👍 https://t.co/ykAW1N6dwK,0.0
"go, go, go! mga bumbero a.k.a waterbenders HAHAHAHAHAHAHAHA antayin pa natin baka lumaki pa ang apoy 🔥 https://t.co/Tq4Lx6sajq https://t.co/4nPnWwWeQX",1.0
sunog nanaman ako pota😃🖕,0.0
Bumuga ng apoy c Garuda🤣...ilag mga basher’s malusaw kau🙄 @SB19Official https://t.co/GkxCCXJTRQ,0.0
Hala may sunog sa sangandaan,1.0
Nakakainip kapag apoy na apoy ka na pero walang mapagsunugan mga obra mo.,0.0
what the fuck i burnt our ulam and the pot holder buti nalang may pitcher sa tabi ko baka bahay namin sunog na rin ngayon hsgshsjsks 😭,0.0
"@PLDT_Cares @iamMVP 
3-6days pa po? nagbabaga na po yung wirings nyu, hindi na kami aabutin ng 6days at baka masunog na po bahay namin dahil sa posibleng mag apoy na po yung PLDT wirings nyu. Nag send na po ako ng mga pictures. Ano pa po ba ang kailangan?",1.0
mag interact kayo saken o sunog bahay nyu?,0.0
"#UlatBayan | Sunog, sumiklab sa mandaluyong kasunod ng unang araw ng fire prevention month; 10 pamilya, apektado

https://t.co/9zS8fWAT5w",1.0
Nagising ako kasi nak amoy ako sunog na sinaing .. Tulog nga pala mga kasama ko atnak rice cooker kami 😂,0.0
grabe na naman yung liyab ng apoy sa kabundukan hmm,1.0
"@bfp_response 
Sunog Alert at Barangay 196, Zone 17, Tondo, District 2 Manila
Need fire trucks
@bfpnhq_pis 
@firealertmm
@bureauoffire
@gmanewsbreaking",1.0
MGA KAPITBAHAY MAY SUNOG!!!!,1.0
Kinginaaaaa malapit yung sunog sa bahayy namin punyeta talaga as sobrang lapit putaaaaaa 😭😭,1.0
"@Aviatrixxxx Red flag na kaayo tong gihilakan to nmo pag friendshipmeet, mayra sad imong gi sunog 😂",0.0
"Baka dahil sa buhok kong sunog, wew pero it is what it is",0.0
Naudlot tawa ko 🤦‍♀️ https://t.co/dnlDq259dB,0.0
Asan yung sunog... Mga 3 minutes nang may sirens ng I at ibang firetruck,1.0
Tak an ko SME nami pa sunog bldg niyo,0.0
Dami namang sunog ngayong araw 😶,1.0
"May sunog sa calamba, may aksidente sa pulo awitize sirr",1.0
omg gago may sunog,1.0
naalala ko yung tweet ni ate ten tungkol kay onyx yung parang may apoy na lalabas sa mata niya 😭 https://t.co/ViVXr047Gh,0.0
"FLASH: Sunog sa Sto. Rosario, Plainview, Mandaluyong, kasalukuyang inaapula ng Mandaluyong BFP https://t.co/4EbiWfP3LL",1.0
"Nakakasakal ang araw na ito. Karamihan ay nalubog sa galit. Sana kapag humupa na ang lahat ng magulong pangyayari, matuto tayong umunawa at magpatawad. Alamin ang tunay na kalaban. Hindi lahat ng problema ay nasosolusyunan ng apoy.",0.0
"Aftermath ng sunog sa Sitio Superior sa Brgy. Looc, Mandaue City kagabi. | via Aldo Banaynal/@TheFreemanNews https://t.co/yjCFCC1JVH",1.0
"@BESTBOYDOYOUNG Tapos may picture pa na sunog yung isang area 
Ano yun family picture?? Hayy",0.0
"Isang bahay ang tinupok ng apoy kamakalawa sa Bgy. Crisitina, Tapaz.
https://t.co/Esx24LlS4o",1.0
Praying for salinas! Hoping walang nasaktan sa sunog!!!,1.0
bombero bombero may sunog,1.0
"At ang diablo na dumaya sa kanila ay ibinulid sa dagatdagatang apoy at asupre, na kinaroroonan din naman ng hayop at ng bulaang propeta; at sila'y pahihirapan araw at gabi magpakailan kailan man.

Apocalipsis 20:10
Tagalog (Ang Dating Biblia) (1905) (TAB)",0.0
"ingay nung mga wang wang, mau sunog ata sa goldennn",1.0
Hindi kami makatulog kasi ang daming bumberong umaalingawngaw. Sana maapula na 'yung apoy.,1.0
"Isang 7-anyos na babae ang naiulat na nasawi sa naganap na sunog sa isang residential area sa Lupon, Davao Oriental noong Biyernes.
https://t.co/kn6V1U7hjV
#TunayNaTabloidista
#AbanteNews",1.0
"Wag ng palakihin pa ang apoy dahil ang sunog pinapatay hindi pinapalake
#nakilhead2021",0.0
Sunog sumiklab sa isang commercial establishment sa Maynila https://t.co/B6crWyVPel,1.0
Sunog,0.0
May sunog po here malapit sa amin Barangay 701 Zone 77 @ABSCBNNews @ANCALERTS @DZMMTeleRadyo @gmanewsbreaking @dzbb @TVPatrol @24OrasGMA https://t.co/rzHuUVXQaQ,1.0
"#ThankfulUntilEternity
Salamat sa Dios, sa pagliligtas sa mga kapatid sa sunog sa mga kapatid sa Lokal ng NPC.",1.0
@hazelnutzsz sUNOG HAHAHAHAHA,0.0
"After college ako nga yung sinaktan eh, kapal ng mukha. Chos 😂 basta sabi ko noon dapat before ako pumasok sa uste kelangan iba na image ko hahahahaha kasi shet walang may gusto makipag-friends siguro sa lechon na sunog omg 😆",0.0
Ampotek nagising ako dahil sa sunog piste,1.0
san may sunog huy😩 keepsafe,1.0
"May sunog ba or commotion sa Gatchalian / Evacom / SM Sucat / C5 / CAA area/s? Parang kanina pa may police, ambulance, and fire sirens eh. 

Cc: @SouthSnippets @pinas_city",1.0
@buddyfender Yawa ka sana sunog ulam mo sma,0.0
